Title1,Title_URL1,inlineblock1,textxs1,prxs1,plxs1,mrmd2,mrm1,capitalize1,capitaliz1,button_URL1,button1,Title,Title_URL,inlineblock,textxs,prxs,plxs,mrmd,mrmd1,capitalize,capitalize2,button_URL,button
Island OG,https://www.leafly.com/strains/island-og,Hybrid,,5.0,(2),THC 18%,CBG 1%,Euphoric,Myrcene,,,,,,,,,,,,,,
Wedding Cookies,https://www.leafly.com/strains/wedding-cookies,Hybrid,,4.4,(7),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Jellysickle,https://www.leafly.com/strains/jellysickle,Hybrid,,4.2,(5),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Big Detroit Energy,https://www.leafly.com/strains/big-detroit-energy,Hybrid,,4.6,(14),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Melonatta,https://www.leafly.com/strains/melonatta,Hybrid,,4.5,(19),THC 23%,CBG 1%,Creative,Limonene,,,,,,,,,,,,,,
Lemon Walker OG,https://www.leafly.com/strains/lemon-walker-og,Hybrid,aka Lemon Walker OG Kush,4.4,(39),THC 24%,CBG 1%,Focused,Limonene,,,,,,,,,,,,,,
Orange Turbo,https://www.leafly.com/strains/orange-turbo,Hybrid,aka Orange Turbo Diesel,4.4,(18),THC 17%,CBG 1%,Happy,Pinene,,,,,,,,,,,,,,
Rainbow Reserve,https://www.leafly.com/strains/rainbow-reserve,Hybrid,,4.8,(12),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Merlot OG,https://www.leafly.com/strains/merlot-og,Indica,,4.7,(24),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Duke Nukem,https://www.leafly.com/strains/duke-nukem,Hybrid,"aka Nukem, Nuke Em",4.4,(87),THC —,CBD —,Creative,,,,,,,,,,,,,,,
Orange Dream,https://www.leafly.com/strains/orange-dream,Hybrid,,4.2,(99),THC 18%,CBD 0%,Uplifted,Myrcene,,,,,,,,,,,,,,
B-52,https://www.leafly.com/strains/b-52,Indica,,4.2,(51),THC 18%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Bubba Skywalker,https://www.leafly.com/strains/bubba-skywalker,Hybrid,,5.0,(4),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Blue Mystic,https://www.leafly.com/strains/blue-mystic,Indica,,4.3,(158),THC 15%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Brandywine,https://www.leafly.com/strains/brandywine,Indica,,4.4,(45),THC 18%,CBG 1%,Relaxed,Limonene,,,,,,,,,,,,,,
Loud Dream,https://www.leafly.com/strains/loud-dream,Hybrid,,3.8,(44),THC 14%,CBD 0%,Creative,Myrcene,,,,,,,,,,,,,,
Pink Pineapple,https://www.leafly.com/strains/pink-pineapple,Sativa,,4.3,(3),THC 20%,CBG 2%,Euphoric,Myrcene,,,,,,,,,,,,,,
Turbo Mind Warp,https://www.leafly.com/strains/turbo-mind-warp,Hybrid,,4.5,(13),THC —,CBD —,Happy,,,,,,,,,,,,,,,
Blue Chem,https://www.leafly.com/strains/blue-chem,Hybrid,"aka Blue Dog, Blueberry Chemdog, Blueberry Chemdawg",4.8,(8),THC —,CBD —,Happy,,,,,,,,,,,,,,,
Grape Punch,https://www.leafly.com/strains/grape-punch,Hybrid,,4.4,(9),THC 18%,CBG 1%,Happy,Limonene,,,,,,,,,,,,,,
Las Vegas Triangle Kush,https://www.leafly.com/strains/las-vegas-triangle-kush,Hybrid,,4.2,(19),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
F1,https://www.leafly.com/strains/f1,Sativa,,2.0,(1),THC 19%,CBD 0%,,Myrcene,,,,,,,,,,,,,,
Blue Sunshine,https://www.leafly.com/strains/blue-sunshine,,,4.4,(12),THC 16%,CBD 0%,Tingly,Myrcene,,,,,,,,,,,,,,
Critical Cheese,https://www.leafly.com/strains/critical-cheese,Hybrid,,4.3,(57),THC 16%,CBD 0%,Talkative,Caryophyllene,,,,,,,,,,,,,,
Sour Mango,https://www.leafly.com/strains/sour-mango,Hybrid,,4.5,(12),THC 18%,CBG 1%,Relaxed,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Sour%20Mango,shop menus,,,,,,,,,,,,
Spumoni,https://www.leafly.com/strains/spumoni,Hybrid,,5.0,(8),THC 23%,CBD 0%,Sleepy,Pinene,,,,,,,,,,,,,,
Insane,https://www.leafly.com/strains/insane,,,4.3,(4),THC 22%,CBG 1%,Hungry,Terpinolene,,,,,,,,,,,,,,
Sojay Haze,https://www.leafly.com/strains/sojay-haze,Sativa,,4.6,(114),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Highwayman,https://www.leafly.com/strains/highwayman,Hybrid,,3.9,(23),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Miracle Whip,https://www.leafly.com/strains/miracle-whip,Hybrid,"aka Miracle Whip #3, The Whip",4.7,(15),THC 20%,CBG 2%,Relaxed,Terpinolene,,,,,,,,,,,,,,
Enemy of the State,https://www.leafly.com/strains/enemy-of-the-state,Indica,,4.3,(37),THC 14%,CBD 0%,Sleepy,Pinene,,,,,,,,,,,,,,
CBD Mango Haze,https://www.leafly.com/strains/cbd-mango-haze,Sativa,,4.4,(61),CBD 7%,THC 4%,Focused,Myrcene,,,,,,,,,,,,,,
Banana Candy,https://www.leafly.com/strains/banana-candy,Indica,,4.1,(38),THC 17%,CBG 1%,Giggly,Limonene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Banana%20Candy,shop menus,,,,,,,,,,,,
The Bling,https://www.leafly.com/strains/the-bling,Hybrid,,4.5,(10),THC 19%,CBG 1%,Euphoric,Myrcene,,,,,,,,,,,,,,
Pineapple Muffin,https://www.leafly.com/strains/pineapple-muffin,Hybrid,,4.6,(5),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Disco Glitter,https://www.leafly.com/strains/king-cake,Hybrid,"aka King Cake, King's Cake",4.5,(18),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Motor Cake,https://www.leafly.com/strains/motor-cake,Hybrid,,4.7,(11),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Razzle Dazzle,https://www.leafly.com/strains/razzle-dazzle,Hybrid,,4.4,(5),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
805 Glue,https://www.leafly.com/strains/805-glue,Hybrid,,4.6,(39),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Lion OG,https://www.leafly.com/strains/lion-og,,,4.3,(10),THC 20%,CBG 1%,Talkative,Myrcene,,,,,,,,,,,,,,
Breath Mints,https://www.leafly.com/strains/breath-mints,Hybrid,,4.3,(15),THC 22%,CBG 1%,Sleepy,Caryophyllene,,,,,,,,,,,,,,
Wet Dream,https://www.leafly.com/strains/wet-dream,Sativa,aka Wet Dreams,4.4,(87),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Banana Butter Cup,https://www.leafly.com/strains/banana-butter-cup,,,5.0,(4),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Jack 47,https://www.leafly.com/strains/jack-47,Hybrid,,4.5,(41),THC 21%,CBD 0%,Happy,Myrcene,,,,,,,,,,,,,,
Himalayan Gold,https://www.leafly.com/strains/himalayan-gold,Hybrid,aka Himalaya Gold,4.1,(55),THC 17%,CBG 1%,Sleepy,Pinene,,,,,,,,,,,,,,
Caramelo,https://www.leafly.com/strains/caramelo,Sativa,,4.3,(30),THC 16%,CBD 0%,Tingly,Limonene,,,,,,,,,,,,,,
Bon Bons,https://www.leafly.com/strains/bon-bons,Hybrid,"aka Bon Bon, BonBon",4.2,(5),THC —,CBD —,Creative,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Bon%20Bons,shop menus,,,,,,,,,,,,
Sugar Candy,https://www.leafly.com/strains/sugar-candy,Hybrid,,5.0,(10),THC 22%,CBD 0%,Talkative,Caryophyllene,,,,,,,,,,,,,,
The One,https://www.leafly.com/strains/the-one,Hybrid,"aka Thai x Afghan, The 1, BC1",4.8,(40),THC 18%,CBD 0%,Creative,Myrcene,,,,,,,,,,,,,,
92 Cookies,https://www.leafly.com/strains/92-cookies,Hybrid,,4.9,(20),THC —,CBD —,Happy,,,,,,,,,,,,,,,
White Diesel,https://www.leafly.com/strains/white-diesel,Hybrid,,4.2,(67),THC 18%,CBD 0%,Creative,Caryophyllene,,,,,,,,,,,,,,
Mt. Hood Magic,https://www.leafly.com/strains/mt-hood-magic,Hybrid,aka Mount Hood Magic,4.7,(85),THC 23%,CBG 2%,Euphoric,Terpinolene,,,,,,,,,,,,,,
Lime Green Skunk,https://www.leafly.com/strains/lime-green-skunk,Hybrid,,4.2,(31),THC 15%,CBD 0%,Uplifted,Caryophyllene,,,,,,,,,,,,,,
Lucky,https://www.leafly.com/strains/lucky,Indica,,4.6,(11),THC 29%,CBG 2%,Tingly,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Lucky,shop menus,,,,,,,,,,,,
Abusive OG,https://www.leafly.com/strains/abusive-og,Indica,aka Abusive OG Kush,4.5,(155),THC 19%,CBD 0%,Sleepy,Myrcene,,,,,,,,,,,,,,
Legend of Nigeria,https://www.leafly.com/strains/legend-of-nigeria,Sativa,,4.7,(24),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Bubba Cookies,https://www.leafly.com/strains/bubba-cookies,Hybrid,,4.5,(11),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
White LSD,https://www.leafly.com/strains/white-lsd,Sativa,,4.9,(16),THC 17%,CBD 0%,Energetic,Myrcene,,,,,,,,,,,,,,
Super Blue Dream,https://www.leafly.com/strains/super-blue-dream,Hybrid,,4.2,(235),THC 13%,CBD 0%,Talkative,Myrcene,,,,,,,,,,,,,,
Sunset Cookies,https://www.leafly.com/strains/sunset-cookies,Hybrid,,4.4,(7),THC 16%,CBD 0%,Focused,Caryophyllene,,,,,,,,,,,,,,
Atomic,https://www.leafly.com/strains/atomic,Hybrid,,4.7,(13),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Puta Breath,https://www.leafly.com/strains/puta-breath,Hybrid,,4.6,(12),THC 23%,CBG 1%,Happy,Caryophyllene,,,,,,,,,,,,,,
Hidden Pastry,https://www.leafly.com/strains/hidden-pastry,Hybrid,,4.6,(8),THC 20%,CBD 0%,Euphoric,Limonene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Hidden%20Pastry,shop menus,,,,,,,,,,,,
Vanilla Runtz,https://www.leafly.com/strains/vanilla-runtz,Hybrid,,5.0,(5),THC 22%,CBG 1%,Creative,Myrcene,,,,,,,,,,,,,,
Heatwave,https://www.leafly.com/strains/heatwave,Hybrid,,4.4,(14),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Chocolate Lava,https://www.leafly.com/strains/chocolate-lava,Hybrid,,4.7,(3),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Rocket Pop,https://www.leafly.com/strains/rocket-pop,,,4.6,(9),THC 23%,CBG 1%,Sleepy,Limonene,,,,,,,,,,,,,,
Sour Pineapple,https://www.leafly.com/strains/sour-pineapple,Hybrid,,4.3,(4),THC 21%,CBG 1%,Focused,Myrcene,,,,,,,,,,,,,,
﻿Silvertip,https://www.leafly.com/strains/montana-silvertip,Hybrid,aka Montana Silvertip,4.5,(134),THC 23%,CBG 1%,Happy,Myrcene,,,,,,,,,,,,,,
Lee Roy,https://www.leafly.com/strains/lee-roy,Indica,,4.6,(59),THC 19%,CBG 1%,Relaxed,Myrcene,,,,,,,,,,,,,,
Nevil's Wreck,https://www.leafly.com/strains/nevils-wreck,Sativa,aka Nevil's Trainwreck,4.3,(10),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Sueno,https://www.leafly.com/strains/sueno,Hybrid,"aka Sueño, Dream",5.0,(10),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Strawberry Pie,https://www.leafly.com/strains/strawberry-pie,Hybrid,,4.5,(4),THC 26%,CBD —,Euphoric,,,,,,,,,,,,,,,
Tangelo,https://www.leafly.com/strains/tangelo,Hybrid,,4.5,(18),THC 21%,CBG 1%,Focused,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Tangelo,shop menus,,,,,,,,,,,,
Papa's OG,https://www.leafly.com/strains/papas-og,Indica,"aka Papa's OG Kush, Big Papa",4.7,(128),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Ambrosia,https://www.leafly.com/strains/ambrosia,Hybrid,,4.2,(88),THC 17%,CBG 1%,Creative,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Ambrosia,shop menus,,,,,,,,,,,,
Stay Puft,https://www.leafly.com/strains/stay-puft,Hybrid,,5.0,(3),THC 23%,CBG 1%,Energetic,Limonene,,,,,,,,,,,,,,
Platinum Sour Diesel,https://www.leafly.com/strains/platinum-sour-diesel,Hybrid,,4.8,(18),THC 19%,CBD 0%,Happy,Caryophyllene,,,,,,,,,,,,,,
Monster Glue,https://www.leafly.com/strains/monster-glue,Hybrid,aka Gorilla Monster,4.9,(7),THC 22%,CBG 1%,Hungry,Caryophyllene,,,,,,,,,,,,,,
Daniel Larusso,https://www.leafly.com/strains/daniel-larusso,Hybrid,,4.7,(15),THC —,CBD —,Happy,,,,,,,,,,,,,,,
Raspberry Tart,https://www.leafly.com/strains/raspberry-tart,Hybrid,,5.0,(1),THC 30%,CBG 2%,,Limonene,,,,,,,,,,,,,,
CBD Critical Mass,https://www.leafly.com/strains/cbd-critical-mass,Indica,,4.7,(69),CBD 9%,THC 6%,Relaxed,Myrcene,,,,,,,,,,,,,,
Orange Mints,https://www.leafly.com/strains/orange-mints,Hybrid,,4.7,(7),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Nigerian Silver,https://www.leafly.com/strains/nigerian-silver,Hybrid,aka Nigerian Haze,4.5,(15),THC 22%,CBG 3%,Uplifted,Myrcene,,,,,,,,,,,,,,
Granny Skunk,https://www.leafly.com/strains/granny-skunk,Indica,,4.2,(20),THC 27%,CBG 1%,Happy,Terpinolene,,,,,,,,,,,,,,
Love Is Love,https://www.leafly.com/strains/love-is-love,Hybrid,,4.8,(5),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Strawberry Switchblade,https://www.leafly.com/strains/strawberry-switchblade,Hybrid,,4.7,(47),THC 26%,CBG 2%,Uplifted,Myrcene,,,,,,,,,,,,,,
D95,https://www.leafly.com/strains/d95,Hybrid,,4.5,(8),THC 25%,CBG 1%,Euphoric,Limonene,,,,,,,,,,,,,,
Pinky's Advice,https://www.leafly.com/strains/pinkys-advice,Hybrid,,4.7,(9),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Zours,https://www.leafly.com/strains/zours,Hybrid,,4.8,(9),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Golden Nugget,https://www.leafly.com/strains/golden-nugget,Hybrid,,4.9,(52),THC 21%,CBG 2%,Focused,Terpinolene,,,,,,,,,,,,,,
Strain Details,https://www.leafly.com/strains/strain-details,Hybrid,,3.7,(3),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Spiked Punch,https://www.leafly.com/strains/spiked-punch,Hybrid,,4.6,(24),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Dick Cheese,https://www.leafly.com/strains/dick-cheese,Hybrid,,3.8,(5),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Sugar Punch,https://www.leafly.com/strains/sugar-punch,Hybrid,,4.3,(26),THC 17%,CBG 1%,Creative,Limonene,,,,,,,,,,,,,,
Pie Crust,https://www.leafly.com/strains/pie-crust,,,4.4,(7),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Chem Cake,https://www.leafly.com/strains/chem-cake,,,4.6,(5),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Bluefin Tuna,https://www.leafly.com/strains/bluefin-tuna,Hybrid,"aka Bluefin Tuna Kush, Blue Fin Tuna",3.8,(5),THC 23%,CBD —,Uplifted,,,,,,,,,,,,,,,
Ebola #7,https://www.leafly.com/strains/ebola-7,Hybrid,"aka THCBola, THCBola Virus",4.6,(15),THC 30%,CBG 1%,Talkative,Limonene,,,,,,,,,,,,,,
Giesel,https://www.leafly.com/strains/giesel,Hybrid,,4.8,(6),THC 20%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Supercharger,https://www.leafly.com/strains/supercharger,Hybrid,,4.3,(3),THC 22%,CBD 0%,Tingly,Caryophyllene,,,,,,,,,,,,,,
Kerosene,https://www.leafly.com/strains/kerosene,Sativa,,5.0,(9),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
BC Kush,https://www.leafly.com/strains/bc-kush,Hybrid,,4.8,(5),THC 20%,CBG 1%,Giggly,Limonene,,,,,,,,,,,,,,
Triple Cheese,https://www.leafly.com/strains/triple-cheese,Indica,,4.6,(38),THC 21%,CBD 0%,Relaxed,Myrcene,,,,,,,,,,,,,,
Moonwalker Kush,https://www.leafly.com/strains/moonwalker-kush,Hybrid,,4.8,(24),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Cherry Jane,https://www.leafly.com/strains/cherry-jane,Hybrid,,4.4,(5),THC —,CBD —,Creative,,,,,,,,,,,,,,,
Pineapple Fields,https://www.leafly.com/strains/pineapple-fields,Sativa,,4.5,(51),THC 19%,CBG 2%,Uplifted,Ocimene,,,,,,,,,,,,,,
Lemon Jeffery,https://www.leafly.com/strains/lemon-jeffery,Hybrid,,4.7,(21),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Mystery Cookies,https://www.leafly.com/strains/mystery-cookies,Hybrid,,4.1,(11),THC 21%,CBG 2%,Focused,Caryophyllene,,,,,,,,,,,,,,
Headspace,https://www.leafly.com/strains/headspace,Hybrid,,4.5,(36),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
T-1000,https://www.leafly.com/strains/t-1000,Hybrid,,4.4,(15),THC 21%,CBG 1%,Sleepy,Caryophyllene,,,,,,,,,,,,,,
Rainbow Mints,https://www.leafly.com/strains/rainbow-mints,Indica,,5.0,(1),THC 21%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Lemon Lime Punch,https://www.leafly.com/strains/lemon-lime-punch,Hybrid,,4.2,(12),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Golden Strawberry,https://www.leafly.com/strains/golden-strawberry,Hybrid,,4.5,(11),THC 23%,CBG 1%,Creative,Myrcene,,,,,,,,,,,,,,
Rawtton,https://www.leafly.com/strains/rawtton,Hybrid,,4.1,(7),THC 17%,CBG 1%,Focused,Myrcene,,,,,,,,,,,,,,
Alpine Star,https://www.leafly.com/strains/alpine-star,Indica,"aka Alpine OG, Alphine OG Kush",4.2,(29),THC 20%,CBD 0%,Uplifted,Myrcene,,,,,,,,,,,,,,
Earthquake,https://www.leafly.com/strains/earthquake,Hybrid,,4.5,(24),THC —,CBD —,Creative,,,,,,,,,,,,,,,
Orange Skunk,https://www.leafly.com/strains/orange-skunk,Hybrid,,4.1,(41),THC —,CBD —,Happy,,,,,,,,,,,,,,,
Blackberry Cheesecake,https://www.leafly.com/strains/blackberry-cheesecake,Hybrid,,4.6,(20),THC 20%,CBG 1%,Tingly,Limonene,,,,,,,,,,,,,,
Hi-Biscus,https://www.leafly.com/strains/hi-biscus,Hybrid,,4.2,(14),THC 20%,CBG 1%,Hungry,Terpinolene,,,,,,,,,,,,,,
Maui Mango Diesel,https://www.leafly.com/strains/maui-mango-diesel,Hybrid,,4.4,(26),THC 16%,CBG 2%,Energetic,Myrcene,,,,,,,,,,,,,,
MAC #4,https://www.leafly.com/strains/mac-4,Hybrid,,4.6,(5),THC 21%,CBG 1%,Focused,Caryophyllene,,,,,,,,,,,,,,
Pep-o-Chem,https://www.leafly.com/strains/pep-o-chem,Hybrid,aka Pep o Chem,4.7,(6),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Cherry Pie Kush,https://www.leafly.com/strains/cherry-pie-kush,Hybrid,aka CPK,4.2,(20),THC 17%,CBG 1%,Talkative,Myrcene,,,,,,,,,,,,,,
Bay Platinum Cookies,https://www.leafly.com/strains/bay-platinum-cookies,Sativa,,5.0,(3),THC 19%,CBG 1%,Aroused,Caryophyllene,,,,,,,,,,,,,,
Glacier Glue,https://www.leafly.com/strains/glacier-glue,Hybrid,aka Glacier Goo,4.3,(4),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Vader OG,https://www.leafly.com/strains/vader-og,Indica,aka Vader,4.6,(38),THC 21%,CBD 0%,Sleepy,Limonene,,,,,,,,,,,,,,
Red Diesel,https://www.leafly.com/strains/red-diesel,Hybrid,,4.2,(81),THC 11%,CBD 0%,Hungry,Myrcene,,,,,,,,,,,,,,
Swazi Gold,https://www.leafly.com/strains/swazi-gold,Sativa,,3.5,(88),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Panama,https://www.leafly.com/strains/panama,Sativa,,4.2,(15),THC 20%,CBG 1%,Uplifted,Myrcene,,,,,,,,,,,,,,
5th Element,https://www.leafly.com/strains/5th-element,Indica,aka Fifth Element,4.5,(86),THC 20%,CBD 0%,Relaxed,Myrcene,,,,,,,,,,,,,,
Outlaw,https://www.leafly.com/strains/outlaw,Sativa,,4.6,(25),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Chewbacca,https://www.leafly.com/strains/chewbacca,,,4.6,(12),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Primus,https://www.leafly.com/strains/primus,Indica,aka Primus OG,4.7,(112),THC 18%,CBG 1%,Happy,Caryophyllene,,,,,,,,,,,,,,
Forbidden Gusherz,https://www.leafly.com/strains/forbidden-gusherz,,,4.7,(6),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Red Haze,https://www.leafly.com/strains/red-haze,Sativa,aka Colombian Red Haze,4.2,(51),THC 25%,CBG 1%,Energetic,Linalool,,,,,,,,,,,,,,
Tangerine Power,https://www.leafly.com/strains/tangerine-power,Hybrid,,4.4,(101),THC 17%,CBD 0%,Creative,Myrcene,,,,,,,,,,,,,,
Snow Leopard,https://www.leafly.com/strains/snow-leopard,Indica,,4.5,(53),THC 17%,CBG 1%,Aroused,Myrcene,,,,,,,,,,,,,,
Queso Perro,https://www.leafly.com/strains/queso-perro,Hybrid,"aka Cheese Dawg, Dawg Cheese",4.8,(38),THC 27%,CBD 0%,Talkative,Caryophyllene,,,,,,,,,,,,,,
Orange Blossom,https://www.leafly.com/strains/orange-blossom,Hybrid,aka Orange Blossom Trail,4.4,(43),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Black Betty,https://www.leafly.com/strains/black-betty,Hybrid,,4.5,(84),THC 19%,CBG 1%,Euphoric,Myrcene,,,,,,,,,,,,,,
Sugar Cookies,https://www.leafly.com/strains/sugar-cookies,Hybrid,,3.8,(13),THC 24%,CBG 1%,Giggly,Caryophyllene,,,,,,,,,,,,,,
Allen Wrench,https://www.leafly.com/strains/allen-wrench,Sativa,,4.3,(185),THC 18%,CBD 0%,Energetic,Myrcene,,,,,,,,,,,,,,
Sweet Diesel,https://www.leafly.com/strains/sweet-diesel,Sativa,,4.0,(90),THC 16%,CBC 1%,Giggly,Myrcene,,,,,,,,,,,,,,
Florida Orange,https://www.leafly.com/strains/florida-orange,Hybrid,,4.3,(29),THC 16%,CBG 1%,Giggly,Caryophyllene,,,,,,,,,,,,,,
Tang Breath,https://www.leafly.com/strains/tang-breath,,,4.7,(9),THC 19%,CBG 1%,Euphoric,Caryophyllene,,,,,,,,,,,,,,
Blue Lights,https://www.leafly.com/strains/blue-lights,Indica,"aka Blue Northern Lights, Blueberry Lights, Blueberry Northern Lights",4.6,(81),THC 21%,CBG 1%,Euphoric,Myrcene,,,,,,,,,,,,,,
Kong,https://www.leafly.com/strains/kong,Hybrid,,4.7,(151),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Orange Pineapple,https://www.leafly.com/strains/orange-pineapple,Hybrid,,4.7,(3),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Double Tangie Banana,https://www.leafly.com/strains/double-tangie-banana,Hybrid,"aka DTB, Tangie Banana",4.5,(125),THC 17%,CBG 1%,Talkative,Terpinolene,,,,,,,,,,,,,,
Grapefruit Haze,https://www.leafly.com/strains/grapefruit-haze,Sativa,,4.2,(71),THC 18%,CBD 0%,Energetic,Myrcene,,,,,,,,,,,,,,
Platinum Kush Mints,https://www.leafly.com/strains/platinum-kush-mints,Hybrid,aka Platinum Kush Mintz,4.8,(4),THC —,CBD —,Happy,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Platinum%20Kush%20Mints,shop menus,,,,,,,,,,,,
The Toad,https://www.leafly.com/strains/the-toad,Hybrid,,5.0,(5),THC —,CBD —,Aroused,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=The%20Toad,shop menus,,,,,,,,,,,,
Blackberry Fire,https://www.leafly.com/strains/blackberry-fire,Hybrid,,4.7,(35),THC 19%,CBG 1%,Happy,Myrcene,,,,,,,,,,,,,,
Fruit Pie,https://www.leafly.com/strains/fruit-pie,Hybrid,,4.1,(12),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
White Ice,https://www.leafly.com/strains/white-ice,Hybrid,,4.6,(10),THC 21%,CBG 1%,Sleepy,Caryophyllene,,,,,,,,,,,,,,
Gas Leak,https://www.leafly.com/strains/gas-leak,Hybrid,,4.8,(5),THC 20%,CBG 1%,Aroused,Myrcene,,,,,,,,,,,,,,
Sorbetto,https://www.leafly.com/strains/sorbetto,Hybrid,,4.7,(13),THC 19%,CBG 1%,Sleepy,Pinene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Sorbetto,shop menus,,,,,,,,,,,,
Old Dirty Biker,https://www.leafly.com/strains/old-dirty-biker,Hybrid,,4.3,(9),THC 21%,CBD 0%,Relaxed,Limonene,,,,,,,,,,,,,,
Cookie Punch,https://www.leafly.com/strains/cookie-punch,Hybrid,,4.3,(7),THC 20%,CBG 1%,Hungry,Pinene,,,,,,,,,,,,,,
Lemon Tart,https://www.leafly.com/strains/lemon-tart,Hybrid,,4.5,(10),THC 19%,CBG 1%,Euphoric,Ocimene,,,,,,,,,,,,,,
Turbo Diesel,https://www.leafly.com/strains/turbo-diesel,Hybrid,,5.0,(4),THC 14%,CBD 0%,Energetic,Caryophyllene,,,,,,,,,,,,,,
Lemon Garlic OG,https://www.leafly.com/strains/lemon-garlic-og,Hybrid,,4.1,(13),THC 18%,CBG 1%,Focused,Myrcene,,,,,,,,,,,,,,
Godzilla Glue,https://www.leafly.com/strains/godzilla-glue,Hybrid,,4.7,(45),THC 20%,CBD 0%,Sleepy,Caryophyllene,,,,,,,,,,,,,,
Jacky White,https://www.leafly.com/strains/jacky-white,Sativa,"aka Jack White, Jackie White",4.4,(63),THC 26%,CBD 0%,Energetic,Myrcene,,,,,,,,,,,,,,
Runtz Buttonz,https://www.leafly.com/strains/runtz-buttonz,Hybrid,,4.6,(7),THC —,CBD —,Happy,,,,,,,,,,,,,,,
Runtz 33,https://www.leafly.com/strains/runtz-33,Hybrid,aka Runtz #33,5.0,(2),THC 23%,CBD 0%,Hungry,Linalool,,,,,,,,,,,,,,
Harry Potter,https://www.leafly.com/strains/harry-potter,Hybrid,,4.8,(24),THC —,CBD —,Creative,,,,,,,,,,,,,,,
Blue Venom,https://www.leafly.com/strains/blue-venom,Hybrid,,4.5,(83),THC 18%,CBD 0%,Relaxed,Myrcene,,,,,,,,,,,,,,
Limon,https://www.leafly.com/strains/limon,Sativa,,4.8,(29),THC 20%,CBG 1%,Energetic,Myrcene,,,,,,,,,,,,,,
Cherry Biscotti,https://www.leafly.com/strains/cherry-biscotti,Hybrid,,4.0,(4),THC —,CBD —,,,,,,,,,,,,,,,,
