Title1,Title_URL1,inlineblock1,textxs1,prxs1,plxs1,mrmd2,mrm1,capitalize1,capitaliz1,button_URL1,button1,Title,Title_URL,inlineblock,textxs,prxs,plxs,mrmd,mrmd1,capitalize,capitalize2,button_URL,button
Skystomper,https://www.leafly.com/strains/skystomper,,,4.3,(7),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Northern Hashplant,https://www.leafly.com/strains/northern-hashplant,Indica,,4.5,(86),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Heavy Duty Fruity,https://www.leafly.com/strains/heavy-duty-fruity,Hybrid,,4.0,(80),THC 21%,CBG 1%,Hungry,Myrcene,,,,,,,,,,,,,,
Holy Punch,https://www.leafly.com/strains/holy-punch,Hybrid,,4.8,(4),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Head Doctor,https://www.leafly.com/strains/head-doctor,,,4.5,(6),THC 20%,CBG 1%,Focused,Myrcene,,,,,,,,,,,,,,
Magic Purple Petro,https://www.leafly.com/strains/magic-purple-petro,Hybrid,aka JL's Magic Purple Petro,4.8,(6),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Sour Sorbet,https://www.leafly.com/strains/sour-sorbet,Hybrid,,5.0,(2),THC 20%,CBD 0%,,Myrcene,,,,,,,,,,,,,,
Yolo Berry,https://www.leafly.com/strains/yolo-berry,Indica,,4.6,(8),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Double Dutch,https://www.leafly.com/strains/double-dutch,Hybrid,,4.2,(22),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
The CBG Blend,https://www.leafly.com/strains/the-cbg-blend,Hybrid,,5.0,(6),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
White Linen,https://www.leafly.com/strains/white-linen,,,5.0,(2),THC 24%,CBG 1%,Tingly,Myrcene,,,,,,,,,,,,,,
Joseph OG,https://www.leafly.com/strains/joseph-og,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Lights Out,https://www.leafly.com/strains/lights-out,Indica,,4.7,(7),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Kush Crepes,https://www.leafly.com/strains/kush-crepes,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Ice Kush,https://www.leafly.com/strains/ice-kush,Hybrid,,4.7,(3),THC 20%,CBD 0%,Tingly,Caryophyllene,,,,,,,,,,,,,,
Ursa Major,https://www.leafly.com/strains/ursa-major,,,4.8,(10),THC 29%,CBG 2%,Focused,Caryophyllene,,,,,,,,,,,,,,
Master Skunk,https://www.leafly.com/strains/master-skunk,Hybrid,"aka Master Kush Skunk, Master Skush, Master Skoosh",4.4,(30),THC 23%,CBD 0%,Relaxed,Caryophyllene,,,,,,,,,,,,,,
Shit,https://www.leafly.com/strains/shit,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Brian Berry Cough,https://www.leafly.com/strains/brian-berry-cough,Hybrid,,4.5,(44),THC 18%,CBG 1%,Energetic,Myrcene,,,,,,,,,,,,,,
Lilly,https://www.leafly.com/strains/lilly,Sativa,,5.0,(2),THC 21%,CBG 1%,Hungry,Myrcene,,,,,,,,,,,,,,
Yummy,https://www.leafly.com/strains/yummy,Hybrid,,4.4,(44),THC 19%,CBG 1%,Sleepy,Pinene,,,,,,,,,,,,,,
Fat Nelson,https://www.leafly.com/strains/fat-nelson,Hybrid,,4.5,(8),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
F 13,https://www.leafly.com/strains/f-13,Hybrid,,5.0,(3),THC 24%,CBG 1%,Aroused,Limonene,,,,,,,,,,,,,,
The Sister,https://www.leafly.com/strains/the-sister,Indica,,4.1,(10),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Monkey Banana,https://www.leafly.com/strains/monkey-banana,Hybrid,aka Banana Monkey,5.0,(2),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Moonbeam,https://www.leafly.com/strains/moonbeam,Indica,,4.2,(67),THC 20%,CBG 1%,Sleepy,Limonene,,,,,,,,,,,,,,
Medicine Woman,https://www.leafly.com/strains/medicine-woman,Hybrid,,4.8,(29),THC 29%,CBG 1%,Uplifted,Myrcene,,,,,,,,,,,,,,
Garlic Zkittlez,https://www.leafly.com/strains/garlic-zkittlez,Hybrid,"aka Garlic Skittles, Garlic Zkittles",4.5,(2),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Hawaiian Diesel,https://www.leafly.com/strains/hawaiian-diesel,Sativa,,4.3,(38),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Oregon Lemons,https://www.leafly.com/strains/oregon-lemons,Hybrid,,4.9,(11),THC 19%,CBG 1%,Giggly,Myrcene,,,,,,,,,,,,,,
Chem i95,https://www.leafly.com/strains/chem-i95,,,5.0,(3),THC 23%,CBG 1%,Sleepy,Limonene,,,,,,,,,,,,,,
Stir Fry,https://www.leafly.com/strains/stir-fry,,,4.8,(5),THC 18%,CBD 0%,Sleepy,Caryophyllene,,,,,,,,,,,,,,
Sweet Zkittlez,https://www.leafly.com/strains/sweet-zkittlez,,,5.0,(1),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Zprite,https://www.leafly.com/strains/zprite,Hybrid,,4.2,(5),THC 19%,CBG 1%,Energetic,Terpinolene,,,,,,,,,,,,,,
Split Vanilla,https://www.leafly.com/strains/split-vanilla,,,4.8,(5),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Tomb Raider,https://www.leafly.com/strains/tomb-raider,,,5.0,(2),THC 30%,CBG 2%,Talkative,Myrcene,,,,,,,,,,,,,,
Ripple,https://www.leafly.com/strains/ripple,Hybrid,,4.0,(2),THC 16%,CBG 1%,Uplifted,Caryophyllene,,,,,,,,,,,,,,
Purple Nepal,https://www.leafly.com/strains/purple-nepal,Indica,,4.2,(66),THC 16%,CBD 0%,Sleepy,Myrcene,,,,,,,,,,,,,,
Durban Dawg,https://www.leafly.com/strains/durban-dawg,,,4.8,(5),THC 21%,CBG 1%,Talkative,Myrcene,,,,,,,,,,,,,,
Face Off OG Bx1,https://www.leafly.com/strains/face-off-og-bx1,Hybrid,,4.7,(3),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Lemon Shortbread,https://www.leafly.com/strains/lemon-shortbread,,,4.2,(5),THC 16%,CBG 1%,Tingly,Myrcene,,,,,,,,,,,,,,
Blue Zombie,https://www.leafly.com/strains/blue-zombie,Indica,,4.8,(17),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Pineapple Dream,https://www.leafly.com/strains/pineapple-dream,Hybrid,,3.0,(3),THC 23%,CBG 1%,Giggly,Myrcene,,,,,,,,,,,,,,
Ice Man,https://www.leafly.com/strains/ice-man,,,4.3,(3),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
God's Bubba,https://www.leafly.com/strains/gods-bubba,Indica,,4.5,(14),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Frozen Tangerines,https://www.leafly.com/strains/frozen-tangerines,Hybrid,,4.0,(4),THC 17%,CBG 1%,Focused,Myrcene,,,,,,,,,,,,,,
The Real McCoy,https://www.leafly.com/strains/the-real-mccoy,Hybrid,,4.8,(4),THC 24%,CBG 1%,Tingly,Myrcene,,,,,,,,,,,,,,
Breathwork,https://www.leafly.com/strains/breathwork,Hybrid,aka Breath Work,3.3,(3),THC 17%,CBG 1%,Talkative,Limonene,,,,,,,,,,,,,,
Tartukan Death Weed,https://www.leafly.com/strains/tartukan-death-weed,Hybrid,,4.8,(4),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Chemdog #4 x Alien OG Kush,https://www.leafly.com/strains/chemdawg-4-x-alien-og-kush,Hybrid,aka Chemdawg #4 x Alien OG Kush,4.5,(28),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Kentucky Bluegrass,https://www.leafly.com/strains/kentucky-bluegrass,Hybrid,,4.5,(8),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Watermelon Sangria,https://www.leafly.com/strains/watermelon-sangria,Hybrid,,5.0,(3),THC 22%,CBG 1%,Happy,Limonene,,,,,,,,,,,,,,
Jack's Dream,https://www.leafly.com/strains/jacks-dream,Hybrid,,4.4,(25),THC 16%,CBD 0%,Focused,Myrcene,,,,,,,,,,,,,,
Blue Heron,https://www.leafly.com/strains/blue-heron,Hybrid,,4.8,(18),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
The Cube,https://www.leafly.com/strains/the-cube,Hybrid,,5.0,(1),THC 17%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Ms. Universe,https://www.leafly.com/strains/ms-universe,Hybrid,,3.5,(14),THC 9%,CBG 1%,Tingly,Caryophyllene,,,,,,,,,,,,,,
Snake Venom,https://www.leafly.com/strains/snake-venom,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Devil's Tit,https://www.leafly.com/strains/devils-tit,Sativa,,4.4,(16),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Early Glue RBx1,https://www.leafly.com/strains/early-glue-rbx1,Hybrid,,4.5,(11),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Hawaiian Skunk,https://www.leafly.com/strains/hawaiian-skunk,Hybrid,,4.1,(52),THC 18%,CBG 2%,Euphoric,Myrcene,,,,,,,,,,,,,,
Dizzy OG,https://www.leafly.com/strains/dizzy-og,Hybrid,,4.5,(16),THC 18%,CBD 0%,Energetic,Limonene,,,,,,,,,,,,,,
Grizzly Glue,https://www.leafly.com/strains/grizzly-glue,Hybrid,,5.0,(3),THC 22%,CBD 0%,Tingly,Myrcene,,,,,,,,,,,,,,
Master Jedi,https://www.leafly.com/strains/master-jedi,Indica,aka Master Jedi OG,4.4,(74),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
The Y,https://www.leafly.com/strains/the-y,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Ghost Bubba,https://www.leafly.com/strains/ghost-bubba,Hybrid,,4.4,(30),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Blueberry Lambsbread,https://www.leafly.com/strains/blueberry-lambsbread,Hybrid,"aka Blueberry Lamb's Breath, Blue Lambsbread, Blue Lamb's Breath",4.8,(16),THC 9%,CBD 0%,Hungry,Myrcene,,,,,,,,,,,,,,
Tropical Tang,https://www.leafly.com/strains/tropical-tang,Hybrid,,4.5,(25),THC —,CBD —,Happy,,,,,,,,,,,,,,,
Lucifer OG,https://www.leafly.com/strains/lucifer-og,Indica,,3.8,(6),THC 25%,CBG 1%,Hungry,Myrcene,,,,,,,,,,,,,,
Chocolate Covered Strawberries,https://www.leafly.com/strains/chocolate-covered-strawberries,Hybrid,,4.7,(3),THC 14%,CBD 0%,Hungry,Myrcene,,,,,,,,,,,,,,
Fruity Thai,https://www.leafly.com/strains/fruity-thai,Hybrid,,5.0,(2),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Larry Bubba,https://www.leafly.com/strains/larry-bubba,Hybrid,,4.3,(6),THC 16%,CBD 0%,Sleepy,Caryophyllene,,,,,,,,,,,,,,
Mother Tongue,https://www.leafly.com/strains/mother-tongue,Sativa,,4.5,(31),THC 19%,CBG 1%,Energetic,Myrcene,,,,,,,,,,,,,,
Tony Montana,https://www.leafly.com/strains/tony-montana,,,4.7,(3),THC —,CBD —,Creative,,,,,,,,,,,,,,,
Chem Trails,https://www.leafly.com/strains/chem-trails,Hybrid,aka Chemtrails,,,THC 24%,CBG 1%,,Caryophyllene,,,,,,,,,,,,,,
Tangie Ghost Train,https://www.leafly.com/strains/tangie-ghost-train,Sativa,,4.7,(9),THC 16%,CBG 1%,Energetic,Myrcene,,,,,,,,,,,,,,
Carnival,https://www.leafly.com/strains/carnival,Sativa,,4.4,(14),THC 18%,CBG 1%,Talkative,Terpinolene,,,,,,,,,,,,,,
XXX 420,https://www.leafly.com/strains/xxx-420,Indica,,4.2,(19),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Pitbull,https://www.leafly.com/strains/pitbull,Indica,,4.2,(171),THC 18%,CBD 0%,Sleepy,Terpinolene,,,,,,,,,,,,,,
Ophelia,https://www.leafly.com/strains/ophelia,Hybrid,,4.6,(8),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Trident,https://www.leafly.com/strains/trident,Hybrid,,4.2,(31),CBD 8%,THC 3%,Focused,Limonene,,,,,,,,,,,,,,
Dojo Kush,https://www.leafly.com/strains/dojo-kush,Hybrid,,5.0,(2),THC 19%,CBG 1%,Aroused,Myrcene,,,,,,,,,,,,,,
Fuel Cake,https://www.leafly.com/strains/fuel-cake,Hybrid,,5.0,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Skydog,https://www.leafly.com/strains/skydog,Indica,,4.5,(26),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Fire Stomper,https://www.leafly.com/strains/fire-stomper,Hybrid,,4.1,(7),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Big Kush,https://www.leafly.com/strains/big-kush,Hybrid,,4.4,(15),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Opal OG Kush,https://www.leafly.com/strains/opal-og-kush,Indica,"aka Opal OG, Opal Kush",4.5,(18),THC 23%,CBG 1%,Aroused,Myrcene,,,,,,,,,,,,,,
Hashberry,https://www.leafly.com/strains/hashberry,Indica,,4.3,(108),THC 11%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Spicy Disco,https://www.leafly.com/strains/spicy-disco,Hybrid,,4.0,(1),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Venus OG,https://www.leafly.com/strains/venus-og,Hybrid,,4.8,(10),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Barbara Bud,https://www.leafly.com/strains/barbara-bud,Indica,,3.7,(38),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Banana Do-Si-Dos,https://www.leafly.com/strains/banana-do-si-dos,Hybrid,aka Banana Do-Si-Do,4.5,(4),THC —,CBD —,Happy,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Banana%20Do-Si-Dos,shop menus,,,,,,,,,,,,
Sherb Octane,https://www.leafly.com/strains/sherb-octane,Hybrid,,4.5,(8),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
White Lavender,https://www.leafly.com/strains/white-lavender,Hybrid,,4.1,(64),THC 18%,CBG 1%,Euphoric,Pinene,,,,,,,,,,,,,,
Rise ‘n’ Shine,https://www.leafly.com/strains/rise-n-shine,Hybrid,,4.7,(9),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Star 91,https://www.leafly.com/strains/star-91,,,4.1,(11),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Strawberry Alien Kush,https://www.leafly.com/strains/strawberry-alien-kush,Hybrid,,4.3,(3),THC 14%,CBD 0%,Relaxed,Limonene,,,,,,,,,,,,,,
Citrus Splash,https://www.leafly.com/strains/citrus-splash,Hybrid,,5.0,(3),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Blue Angel Cookies,https://www.leafly.com/strains/blue-angel-cookies,,,3.7,(3),THC 20%,CBG 1%,Hungry,Caryophyllene,,,,,,,,,,,,,,
California Hash Plant,https://www.leafly.com/strains/california-hash-plant,Indica,,4.3,(9),THC 23%,CBD 0%,Talkative,Myrcene,,,,,,,,,,,,,,
Golden Kush,https://www.leafly.com/strains/golden-kush,Hybrid,,4.5,(2),THC 24%,CBG 1%,,Caryophyllene,,,,,,,,,,,,,,
Gorilla Balls,https://www.leafly.com/strains/gorilla-balls,Hybrid,,4.8,(4),THC 25%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Sasquatch,https://www.leafly.com/strains/sasquatch,Hybrid,,4.3,(3),THC 18%,CBG 1%,Giggly,Myrcene,,,,,,,,,,,,,,
Jade Kush,https://www.leafly.com/strains/jade-kush,Hybrid,aka Jade,5.0,(1),THC 15%,CBD 0%,,Limonene,,,,,,,,,,,,,,
AK 420,https://www.leafly.com/strains/ak-420,,,3.7,(3),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Kilimanjaro,https://www.leafly.com/strains/kilimanjaro,Sativa,,4.5,(125),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Sour Urkle,https://www.leafly.com/strains/sour-urkle,Hybrid,aka Sour Purple Urkle,4.6,(60),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Good Dawg,https://www.leafly.com/strains/good-dawg,,,4.5,(11),THC 27%,CBG 1%,Relaxed,Caryophyllene,,,,,,,,,,,,,,
Joker's Web,https://www.leafly.com/strains/jokers-web,Hybrid,,4.5,(2),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Kali Kandy,https://www.leafly.com/strains/kali-kandy,,,5.0,(7),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Belladonna,https://www.leafly.com/strains/belladonna,Hybrid,,4.1,(30),THC 15%,CBG 1%,Sleepy,Limonene,,,,,,,,,,,,,,
Wolfberry,https://www.leafly.com/strains/wolfberry,Hybrid,,4.3,(4),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Blue Maui,https://www.leafly.com/strains/blue-maui,Hybrid,,5.0,(4),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Gelato Mimosa,https://www.leafly.com/strains/gelato-mimosa,,,5.0,(1),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
G13 Skunk,https://www.leafly.com/strains/g13-skunk,Hybrid,,5.0,(3),THC 12%,CBD 0%,Giggly,Caryophyllene,,,,,,,,,,,,,,
Chemnesia,https://www.leafly.com/strains/chemnesia,Hybrid,,4.8,(11),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Cindy's Slurry,https://www.leafly.com/strains/cindys-slurry,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
KGB,https://www.leafly.com/strains/kgb,Hybrid,aka Killer Green Bud,5.0,(1),THC 23%,CBG 1%,,Caryophyllene,,,,,,,,,,,,,,
Honey Kush,https://www.leafly.com/strains/honey-kush,Hybrid,,4.5,(2),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Sour D*OG,https://www.leafly.com/strains/sour-dog,Hybrid,,5.0,(2),THC 19%,CBG 1%,Giggly,Pinene,,,,,,,,,,,,,,
Scarface OG,https://www.leafly.com/strains/scarface-og,Indica,aka Scarface,5.0,(4),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Monkey Thunder,https://www.leafly.com/strains/monkey-thunder,Hybrid,,4.0,(5),THC 20%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Atomical Haze,https://www.leafly.com/strains/atomical-haze,Sativa,aka Atomical,4.4,(25),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Blue Wolf,https://www.leafly.com/strains/blue-wolf,Sativa,,4.4,(9),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Crystal OG,https://www.leafly.com/strains/crystal-og,Hybrid,aka Crystal,5.0,(1),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Hawaiian Delight,https://www.leafly.com/strains/hawaiian-delight,Indica,aka HD,4.0,(13),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Broken Coast,https://www.leafly.com/strains/broken-coast,,,5.0,(2),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Mendo Purple,https://www.leafly.com/strains/mendo-purple,,,4.0,(4),THC 17%,CBD 0%,Sleepy,Myrcene,,,,,,,,,,,,,,
California Limes,https://www.leafly.com/strains/california-limes,Sativa,,5.0,(3),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Moon Glow,https://www.leafly.com/strains/moon-glow,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
503 Wifi,https://www.leafly.com/strains/503-wifi,Sativa,"aka White Fire OG, Wifi OG, Wifi",5.0,(2),THC 24%,CBG 1%,Euphoric,Caryophyllene,,,,,,,,,,,,,,
Vietnamese Black,https://www.leafly.com/strains/vietnamese-black,Sativa,aka Vietnam Black,5.0,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Peach Mango,https://www.leafly.com/strains/peach-mango,,,4.5,(2),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Tropical Sunrise,https://www.leafly.com/strains/tropical-sunrise,Hybrid,,3.9,(11),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Neon Lights,https://www.leafly.com/strains/neon-lights,Hybrid,,5.0,(2),THC 19%,CBG 1%,Aroused,Caryophyllene,,,,,,,,,,,,,,
Sour Bobby,https://www.leafly.com/strains/sour-bobby,Hybrid,,4.5,(15),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
California Sour Diesel,https://www.leafly.com/strains/california-sour-diesel,Hybrid,,4.2,(5),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Concord Cream,https://www.leafly.com/strains/concord-cream,Hybrid,,4.3,(6),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Sticky Lemons,https://www.leafly.com/strains/sticky-lemons,Hybrid,,4.7,(3),THC 15%,THCV 1%,Giggly,Limonene,,,,,,,,,,,,,,
Titan Haze,https://www.leafly.com/strains/titans-haze,Sativa,aka Titan's Haze,4.4,(5),THC 22%,CBG 1%,Tingly,Myrcene,,,,,,,,,,,,,,
Chuck OG,https://www.leafly.com/strains/chuck-og,Hybrid,,4.8,(8),THC —,CBD —,Creative,,,,,,,,,,,,,,,
Swiss Indica,https://www.leafly.com/strains/swiss,Indica,aka Switzerland,4.0,(8),THC 19%,CBD 0%,Energetic,Caryophyllene,,,,,,,,,,,,,,
Cafe Racer,https://www.leafly.com/strains/cafe-racer,Hybrid,,4.7,(3),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Rocky Mountain Blueberry,https://www.leafly.com/strains/rocky-mountain-blueberry,Indica,aka RM Blueberry,4.5,(20),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
T. Sage,https://www.leafly.com/strains/t-sage,Hybrid,,4.5,(4),THC 19%,CBD 0%,Happy,Myrcene,,,,,,,,,,,,,,
Samoa Kush,https://www.leafly.com/strains/samoa-kush,Hybrid,,4.6,(9),THC 28%,CBG 2%,Talkative,Caryophyllene,,,,,,,,,,,,,,
Urkle Train Haze,https://www.leafly.com/strains/urkle-train-haze,Hybrid,aka Purple Urkle Train Haze,4.8,(52),THC —,CBD —,Happy,,,,,,,,,,,,,,,
Bermuda Sour,https://www.leafly.com/strains/bermuda-sour,Hybrid,,4.7,(3),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Mac #9,https://www.leafly.com/strains/mac-9,,,5.0,(3),THC 17%,CBG 1%,Aroused,Terpinolene,,,,,,,,,,,,,,
Bubblegum Diesel,https://www.leafly.com/strains/bubblegum-diesel,,,4.8,(6),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Gunslinger,https://www.leafly.com/strains/gunslinger,Hybrid,,4.6,(15),THC 17%,CBD 0%,Sleepy,Myrcene,,,,,,,,,,,,,,
Jack Kush,https://www.leafly.com/strains/jack-kush,Hybrid,,4.1,(37),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Kuchi,https://www.leafly.com/strains/kuchi,Hybrid,,3.7,(10),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Muddy Waters,https://www.leafly.com/strains/muddy-waters,,,4.5,(6),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Donna OG,https://www.leafly.com/strains/donna-og,Hybrid,aka Donna OG Kush,4.6,(83),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Grandaddy Glue,https://www.leafly.com/strains/grandaddy-glue,Hybrid,,5.0,(1),THC 22%,CBG 1%,Creative,Limonene,,,,,,,,,,,,,,
Frankenberry,https://www.leafly.com/strains/frankenberry,Hybrid,aka The Frankenberry,4.1,(9),THC 16%,CBG 1%,Hungry,Myrcene,,,,,,,,,,,,,,
Spaceberry,https://www.leafly.com/strains/spaceberry,Hybrid,aka Space Berry,4.3,(4),THC —,CBD —,Creative,,,,,,,,,,,,,,,
C13 Haze,https://www.leafly.com/strains/c13-haze,Sativa,,4.4,(17),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Manitoba Poison,https://www.leafly.com/strains/manitoba-poison,Hybrid,,4.5,(8),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Blueberry Ghost OG,https://www.leafly.com/strains/blueberry-ghost-og,Hybrid,,5.0,(3),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Hawaiian Sunrise,https://www.leafly.com/strains/hawaiian-sunrise,Hybrid,,4.3,(11),THC 19%,CBG 1%,Uplifted,Myrcene,,,,,,,,,,,,,,
Cosmic Glue,https://www.leafly.com/strains/cosmic-glue,Hybrid,,4.0,(2),THC —,CBD —,,,,,,,,,,,,,,,,
White Grapefruit Cookies,https://www.leafly.com/strains/white-grapefruit-cookies,Hybrid,,5.0,(4),THC 18%,CBD 0%,Focused,Myrcene,,,,,,,,,,,,,,
Best Friend OG,https://www.leafly.com/strains/best-friend-og,Hybrid,,4.4,(5),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Afghan Sour Kush,https://www.leafly.com/strains/afghan-sour-kush,Indica,,4.6,(19),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Purple Linda,https://www.leafly.com/strains/purple-linda,Indica,,4.3,(4),THC 16%,CBG 1%,Relaxed,Limonene,,,,,,,,,,,,,,
Orange Valley OG,https://www.leafly.com/strains/orange-valley-og,Hybrid,,4.0,(3),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Snow Ryder,https://www.leafly.com/strains/snow-ryder,Indica,,4.5,(2),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Critique,https://www.leafly.com/strains/critique,Hybrid,,4.8,(5),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Banana Trail Mix,https://www.leafly.com/strains/banana-trail-mix,Hybrid,,4.5,(11),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
The Shire,https://www.leafly.com/strains/the-shire,Hybrid,,4.7,(6),THC 19%,CBG 1%,Giggly,Limonene,,,,,,,,,,,,,,
Molotov Cocktail,https://www.leafly.com/strains/molotov-cocktail,,,5.0,(2),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Rocky Dennis,https://www.leafly.com/strains/rocky-dennis,Hybrid,,4.8,(36),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Sky Pilot,https://www.leafly.com/strains/sky-pilot,Hybrid,,4.0,(17),THC —,CBD —,Happy,,,,,,,,,,,,,,,
Magnum PI,https://www.leafly.com/strains/magnum-pi,Sativa,,4.4,(21),THC 21%,CBD 1%,Focused,Limonene,,,,,,,,,,,,,,
Chocolate Grape Diesel,https://www.leafly.com/strains/chocolate-grape-diesel,Hybrid,,4.7,(7),THC 21%,CBG 1%,Happy,Caryophyllene,,,,,,,,,,,,,,
Joe’s Lemonade,https://www.leafly.com/strains/joes-lemonade,Sativa,,4.3,(4),THC 18%,CBG 1%,,Caryophyllene,,,,,,,,,,,,,,
Sweet Baby Jane,https://www.leafly.com/strains/sweet-baby-jane,Indica,,4.3,(24),THC 20%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Orange Ghost,https://www.leafly.com/strains/orange-ghost,Hybrid,,4.9,(9),THC 23%,CBG 1%,Euphoric,Limonene,,,,,,,,,,,,,,
Blueberry Breath,https://www.leafly.com/strains/blueberry-breath,,,5.0,(3),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Bettie Page,https://www.leafly.com/strains/bettie-page,Hybrid,,4.3,(36),THC 19%,CBG 1%,Aroused,Myrcene,,,,,,,,,,,,,,
Jet-A,https://www.leafly.com/strains/jet-a,Hybrid,,4.8,(4),THC 20%,CBG 1%,Uplifted,Limonene,,,,,,,,,,,,,,
Citrus Cooler,https://www.leafly.com/strains/citrus-cooler,,,5.0,(2),THC —,CBD —,Happy,,,,,,,,,,,,,,,
